object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of dividing,Probability of normal,Probability of bad segmentations,Convexity,Object Area,Number of Defects,Skewness of Defect Area,Mean Defect Displacement,Kurtosis of Defect Area,Mean Defect Area,Convex Hull Area,Variance of Defect Area,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Maximum intensity,Size in pixels,Variance of Intensity,Radii of the object_0,Radii of the object_1,Total Intensity,Kurtosis of Intensity,Histogram of Intensity_0,Histogram of Intensity_1,Histogram of Intensity_2,Histogram of Intensity_3,Histogram of Intensity_4,Histogram of Intensity_5,Histogram of Intensity_6,Histogram of Intensity_7,Histogram of Intensity_8,Histogram of Intensity_9,Histogram of Intensity_10,Histogram of Intensity_11,Histogram of Intensity_12,Histogram of Intensity_13,Histogram of Intensity_14,Histogram of Intensity_15,Histogram of Intensity_16,Histogram of Intensity_17,Histogram of Intensity_18,Histogram of Intensity_19,Histogram of Intensity_20,Histogram of Intensity_21,Histogram of Intensity_22,Histogram of Intensity_23,Histogram of Intensity_24,Histogram of Intensity_25,Histogram of Intensity_26,Histogram of Intensity_27,Histogram of Intensity_28,Histogram of Intensity_29,Histogram of Intensity_30,Histogram of Intensity_31,Histogram of Intensity_32,Histogram of Intensity_33,Histogram of Intensity_34,Histogram of Intensity_35,Histogram of Intensity_36,Histogram of Intensity_37,Histogram of Intensity_38,Histogram of Intensity_39,Histogram of Intensity_40,Histogram of Intensity_41,Histogram of Intensity_42,Histogram of Intensity_43,Histogram of Intensity_44,Histogram of Intensity_45,Histogram of Intensity_46,Histogram of Intensity_47,Histogram of Intensity_48,Histogram of Intensity_49,Histogram of Intensity_50,Histogram of Intensity_51,Histogram of Intensity_52,Histogram of Intensity_53,Histogram of Intensity_54,Histogram of Intensity_55,Histogram of Intensity_56,Histogram of Intensity_57,Histogram of Intensity_58,Histogram of Intensity_59,Histogram of Intensity_60,Histogram of Intensity_61,Histogram of Intensity_62,Histogram of Intensity_63,Mean Intensity,Skewness of Intensity,Quantiles of Intensity_0,Quantiles of Intensity_1,Quantiles of Intensity_2,Quantiles of Intensity_3,Quantiles of Intensity_4,Quantiles of Intensity_5,Quantiles of Intensity_6,Minimum intensity,Maximum intensity in neighborhood,Variance of Intensity in neighborhood,Total Intensity in neighborhood,Kurtosis of Intensity in neighborhood,Histogram of Intensity in neighborhood_0,Histogram of Intensity in neighborhood_1,Histogram of Intensity in neighborhood_2,Histogram of Intensity in neighborhood_3,Histogram of Intensity in neighborhood_4,Histogram of Intensity in neighborhood_5,Histogram of Intensity in neighborhood_6,Histogram of Intensity in neighborhood_7,Histogram of Intensity in neighborhood_8,Histogram of Intensity in neighborhood_9,Histogram of Intensity in neighborhood_10,Histogram of Intensity in neighborhood_11,Histogram of Intensity in neighborhood_12,Histogram of Intensity in neighborhood_13,Histogram of Intensity in neighborhood_14,Histogram of Intensity in neighborhood_15,Histogram of Intensity in neighborhood_16,Histogram of Intensity in neighborhood_17,Histogram of Intensity in neighborhood_18,Histogram of Intensity in neighborhood_19,Histogram of Intensity in neighborhood_20,Histogram of Intensity in neighborhood_21,Histogram of Intensity in neighborhood_22,Histogram of Intensity in neighborhood_23,Histogram of Intensity in neighborhood_24,Histogram of Intensity in neighborhood_25,Histogram of Intensity in neighborhood_26,Histogram of Intensity in neighborhood_27,Histogram of Intensity in neighborhood_28,Histogram of Intensity in neighborhood_29,Histogram of Intensity in neighborhood_30,Histogram of Intensity in neighborhood_31,Histogram of Intensity in neighborhood_32,Histogram of Intensity in neighborhood_33,Histogram of Intensity in neighborhood_34,Histogram of Intensity in neighborhood_35,Histogram of Intensity in neighborhood_36,Histogram of Intensity in neighborhood_37,Histogram of Intensity in neighborhood_38,Histogram of Intensity in neighborhood_39,Histogram of Intensity in neighborhood_40,Histogram of Intensity in neighborhood_41,Histogram of Intensity in neighborhood_42,Histogram of Intensity in neighborhood_43,Histogram of Intensity in neighborhood_44,Histogram of Intensity in neighborhood_45,Histogram of Intensity in neighborhood_46,Histogram of Intensity in neighborhood_47,Histogram of Intensity in neighborhood_48,Histogram of Intensity in neighborhood_49,Histogram of Intensity in neighborhood_50,Histogram of Intensity in neighborhood_51,Histogram of Intensity in neighborhood_52,Histogram of Intensity in neighborhood_53,Histogram of Intensity in neighborhood_54,Histogram of Intensity in neighborhood_55,Histogram of Intensity in neighborhood_56,Histogram of Intensity in neighborhood_57,Histogram of Intensity in neighborhood_58,Histogram of Intensity in neighborhood_59,Histogram of Intensity in neighborhood_60,Histogram of Intensity in neighborhood_61,Histogram of Intensity in neighborhood_62,Histogram of Intensity in neighborhood_63,Mean Intensity in neighborhood,Skewness of Intensity in neighborhood,Minimum intensity in neighborhood,Length of the Skeleton,Number of Branches,Diameter,Euclidean Diameter,Average Branch Length,Number of Holes,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
41,0,42,0,dividing,0.97,0.03,0.0,0.62916666,151.0,4.0,0.31635618,6.787408,-4.1404476,22.25,240.0,584.9167,0.7156591,0.69844973,0.69844973,-0.7156591,1060.0,151.0,50499.004,4.9148045,2.465649,103083.0,-1.2109337,0.0,0.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,6.0,7.0,4.0,4.0,3.0,6.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,4.0,6.0,5.0,4.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.6689,-0.21762332,236.0,371.0711,468.75977,731.3164,875.9007,953.9762,1060.0,236.0,983.0,12016.034,721600.0,19.159351,652.0,2358.0,438.0,90.0,60.0,36.0,29.0,16.0,16.0,17.0,13.0,19.0,22.0,43.0,53.0,33.0,36.0,20.0,24.0,11.0,14.0,5.0,8.0,8.0,3.0,7.0,4.0,8.0,6.0,2.0,2.0,6.0,7.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,2.0,2.0,2.0,5.0,4.0,0.0,5.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,173.46153,4.144849,119.0,59.941124,12.0,19.727922,14.866069,4.995094,0.0,35.0,268.0,50.0,284.0,42.245033,275.09933
42,0,43,0,normal,0.04,0.91,0.05,0.81764704,278.0,4.0,1.491934,10.434859,2.769386,15.5,340.0,116.333336,0.24798061,-0.968765,0.968765,0.24798061,555.0,278.0,3921.3433,5.045857,4.430309,108555.0,0.3266942,0.0,0.0,2.0,12.0,9.0,15.0,9.0,22.0,32.0,52.0,64.0,27.0,17.0,7.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.48563,-0.3568776,233.0,295.85376,359.1167,399.369,426.0393,461.1842,555.0,233.0,650.0,9234.856,681100.0,8.512772,1747.0,1757.0,312.0,86.0,50.0,29.0,19.0,21.0,8.0,16.0,18.0,8.0,13.0,11.0,10.0,6.0,5.0,6.0,9.0,2.0,4.0,8.0,9.0,5.0,5.0,11.0,3.0,12.0,4.0,10.0,12.0,15.0,10.0,11.0,15.0,10.0,15.0,11.0,19.0,18.0,17.0,18.0,11.0,12.0,6.0,12.0,12.0,13.0,15.0,7.0,11.0,7.0,14.0,7.0,6.0,7.0,6.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,150.28685,3.0932145,108.0,93.91169,13.0,22.727922,16.124516,7.223976,0.0,919.0,273.0,936.0,293.0,927.43164,281.84534
43,0,44,0,normal,0.0,0.73,0.27,0.6826923,497.0,4.0,0.52225184,12.912066,-3.0133386,57.75,728.0,2606.9167,0.5924633,-0.8055974,0.8055974,0.5924633,585.0,497.0,4310.133,7.985517,4.990195,206493.0,0.75740224,0.0,1.0,7.0,7.0,20.0,10.0,11.0,20.0,41.0,64.0,79.0,104.0,68.0,35.0,14.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.47888,-0.72164154,217.0,321.84006,384.87732,425.7399,455.64487,486.35294,585.0,217.0,671.0,16017.906,1055837.0,1.1884538,138.0,1386.0,1607.0,455.0,166.0,63.0,36.0,40.0,36.0,25.0,18.0,20.0,23.0,10.0,4.0,11.0,10.0,12.0,9.0,16.0,11.0,20.0,27.0,28.0,34.0,50.0,36.0,42.0,44.0,44.0,35.0,30.0,56.0,39.0,48.0,51.0,51.0,44.0,40.0,39.0,33.0,38.0,32.0,26.0,36.0,30.0,18.0,25.0,18.0,19.0,15.0,10.0,13.0,10.0,9.0,9.0,3.0,7.0,4.0,3.0,5.0,1.0,0.0,2.0,202.26762,1.6109776,114.0,201.89444,23.0,33.213203,30.0,8.778019,0.0,92.0,277.0,118.0,305.0,103.86318,290.90543
44,0,45,0,normal,0.0,0.97,0.03,0.7145749,353.0,4.0,1.6993128,11.521774,3.0019915,35.25,494.0,938.25,-0.33995157,-0.9404429,0.9404429,-0.33995157,395.0,353.0,915.6765,6.5965343,4.294874,107372.0,-0.10631034,0.0,0.0,1.0,28.0,83.0,103.0,84.0,38.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.16998,0.4366179,240.0,266.65637,281.6283,303.0402,325.71216,346.83035,395.0,240.0,271.0,181.52625,570145.0,52.53194,1.0,15.0,194.0,1401.0,1914.0,643.0,344.0,84.0,47.0,16.0,10.0,11.0,9.0,12.0,7.0,9.0,5.0,2.0,4.0,7.0,1.0,4.0,5.0,7.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,6.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,117.99358,6.822335,104.0,137.88225,18.0,27.727922,25.0,7.6601253,0.0,843.0,281.0,862.0,307.0,852.92633,294.22662
45,0,46,0,normal,0.0,0.89,0.11,0.7826087,396.0,3.0,0.6065508,11.574485,0.0,36.666668,506.0,712.3333,-0.66492516,-0.74691,0.74691,-0.66492516,390.0,396.0,628.9302,6.747353,4.7139053,123986.0,0.45471033,0.0,0.0,1.0,13.0,45.0,125.0,146.0,53.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.09595,-0.14928004,228.0,278.2261,295.85376,314.06293,329.97668,346.97134,390.0,228.0,1002.0,11187.462,517911.0,28.179714,471.0,1916.0,213.0,53.0,31.0,19.0,22.0,16.0,15.0,17.0,14.0,16.0,35.0,39.0,35.0,34.0,19.0,16.0,8.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,4.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,168.70065,4.9845448,119.0,106.63961,13.0,27.384777,23.259407,8.203047,0.0,0.0,291.0,22.0,314.0,9.681818,301.81314
46,0,47,0,normal,0.0,0.96,0.04,0.6996337,382.0,4.0,-1.8039365,11.498518,3.2547126,41.0,546.0,664.6667,0.9607406,-0.27744812,-0.27744812,-0.9607406,470.0,382.0,1833.035,6.7636423,4.759279,130459.0,0.48384532,0.0,0.0,1.0,9.0,19.0,55.0,100.0,83.0,58.0,25.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.51572,0.5044784,225.0,292.26944,314.5114,337.26053,366.64035,399.86725,470.0,225.0,1060.0,17134.31,1007171.0,8.321863,1206.0,2122.0,248.0,90.0,49.0,52.0,44.0,28.0,21.0,21.0,31.0,36.0,50.0,85.0,89.0,88.0,77.0,78.0,53.0,58.0,43.0,62.0,58.0,57.0,46.0,27.0,17.0,17.0,14.0,11.0,11.0,6.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,203.01775,2.5482361,120.0,108.81118,14.0,30.970562,25.495098,7.7722273,0.0,51.0,298.0,77.0,319.0,63.913612,307.43195
47,0,48,0,normal,0.0,0.94,0.06,0.78348213,351.0,4.0,1.8476906,11.298297,3.4725952,24.25,448.0,650.25,0.13208376,-0.99123853,0.99123853,0.13208376,480.0,351.0,2024.3428,7.550037,3.8494132,126396.0,0.17027862,0.0,0.0,3.0,8.0,10.0,22.0,52.0,80.0,72.0,48.0,35.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.10257,-0.1044331,228.0,303.38507,332.00916,358.91296,390.1639,419.7017,480.0,228.0,666.0,19621.303,1139924.0,-0.43646017,264.0,1443.0,946.0,297.0,102.0,60.0,39.0,42.0,33.0,33.0,23.0,25.0,28.0,11.0,13.0,9.0,10.0,24.0,13.0,20.0,25.0,30.0,32.0,48.0,39.0,49.0,47.0,39.0,42.0,43.0,42.0,37.0,59.0,46.0,57.0,63.0,72.0,74.0,76.0,68.0,58.0,57.0,65.0,37.0,51.0,29.0,37.0,28.0,26.0,27.0,16.0,16.0,13.0,15.0,10.0,5.0,5.0,5.0,6.0,3.0,2.0,2.0,0.0,1.0,230.89406,1.0594546,118.0,117.325905,16.0,30.31371,26.925823,7.332869,0.0,81.0,303.0,97.0,331.0,87.86325,317.5755
48,0,49,0,normal,0.0,0.89,0.11,0.71590906,441.0,4.0,0.26144037,12.463334,-4.502897,43.75,616.0,1286.9166,0.8734742,-0.4868705,-0.4868705,-0.8734742,485.0,441.0,1815.3999,7.4539437,4.7256927,154083.0,0.31060576,0.0,0.0,2.0,14.0,27.0,30.0,74.0,118.0,87.0,52.0,23.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.39456,-0.07071946,229.0,289.20428,323.62616,349.8995,376.48645,402.48312,485.0,229.0,252.0,113.183174,596480.0,60.548023,61.0,414.0,1014.0,1303.0,1378.0,395.0,168.0,84.0,63.0,17.0,18.0,8.0,12.0,8.0,7.0,8.0,6.0,6.0,6.0,5.0,6.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,117.881424,7.0476317,108.0,185.82338,22.0,31.384777,28.301943,8.446517,0.0,459.0,309.0,487.0,331.0,472.69843,319.85034
49,0,50,0,normal,0.18,0.6,0.22,0.7063492,534.0,4.0,-0.004763286,13.727659,-5.965637,55.5,756.0,1453.6666,0.7473473,-0.6644336,-0.6644336,-0.7473473,667.0,534.0,6865.183,7.773948,5.4734178,235560.0,0.24569073,0.0,0.0,5.0,11.0,18.0,11.0,14.0,18.0,23.0,47.0,76.0,82.0,63.0,54.0,33.0,31.0,14.0,15.0,9.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.1236,-0.18233511,224.0,325.89374,398.94647,441.74924,490.21848,542.41187,667.0,224.0,557.0,6421.387,817810.0,6.9465256,201.0,1876.0,1621.0,610.0,167.0,77.0,43.0,27.0,13.0,20.0,16.0,16.0,17.0,10.0,11.0,12.0,8.0,4.0,2.0,0.0,2.0,3.0,6.0,2.0,4.0,4.0,3.0,5.0,11.0,15.0,13.0,9.0,20.0,20.0,24.0,25.0,18.0,27.0,20.0,11.0,14.0,22.0,25.0,21.0,17.0,20.0,21.0,17.0,24.0,12.0,15.0,13.0,10.0,9.0,5.0,4.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,155.71402,2.8708427,113.0,203.72287,23.0,31.79899,25.806976,8.857516,0.0,113.0,310.0,141.0,337.0,126.51873,322.96442
50,0,51,0,normal,0.0,0.91,0.09,0.7006689,419.0,4.0,1.1010555,12.374108,0.89181304,44.75,598.0,1042.9166,-0.52380306,-0.85183936,0.85183936,-0.52380306,424.0,419.0,993.78094,6.9444795,4.865941,133524.0,0.20317835,0.0,0.0,1.0,15.0,51.0,105.0,134.0,65.0,39.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.67303,0.20963112,226.0,276.79346,296.7813,318.38025,338.25998,362.42075,424.0,226.0,614.0,6310.443,803711.0,6.190645,53.0,928.0,2079.0,693.0,124.0,53.0,36.0,35.0,20.0,9.0,15.0,13.0,20.0,14.0,11.0,15.0,15.0,12.0,8.0,15.0,9.0,21.0,18.0,47.0,61.0,54.0,69.0,39.0,44.0,33.0,27.0,17.0,20.0,10.0,10.0,7.0,8.0,5.0,6.0,5.0,7.0,11.0,5.0,10.0,7.0,4.0,8.0,5.0,8.0,7.0,2.0,6.0,8.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,167.8945,2.563231,116.0,162.68124,20.0,29.556349,16.970562,8.134062,0.0,23.0,320.0,46.0,346.0,33.176613,332.11456
51,0,52,0,normal,0.18,0.56,0.26,0.75703704,511.0,4.0,-0.12657468,13.36953,-5.027445,41.0,675.0,968.6667,0.79979724,0.6002702,0.6002702,-0.79979724,629.0,511.0,6615.056,7.539991,5.397359,234860.0,0.4739419,0.0,0.0,9.0,7.0,9.0,8.0,13.0,13.0,17.0,26.0,43.0,65.0,62.0,72.0,62.0,42.0,29.0,21.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.6086,-0.7285476,220.0,344.48822,419.74146,469.84802,514.41974,556.1303,629.0,220.0,476.0,5273.8228,839468.0,3.5279768,147.0,1085.0,1243.0,1111.0,460.0,134.0,80.0,35.0,27.0,26.0,22.0,20.0,18.0,11.0,13.0,12.0,12.0,14.0,8.0,19.0,5.0,9.0,4.0,5.0,5.0,3.0,9.0,12.0,8.0,7.0,17.0,14.0,14.0,25.0,31.0,35.0,40.0,40.0,39.0,30.0,35.0,42.0,27.0,32.0,35.0,30.0,26.0,13.0,17.0,11.0,20.0,11.0,14.0,5.0,6.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,161.87196,2.2317834,116.0,198.13708,23.0,31.384777,27.513634,8.6146555,0.0,62.0,335.0,89.0,360.0,75.28963,347.3953
52,0,53,0,normal,0.0,0.92,0.08,0.692029,382.0,4.0,-0.014761492,11.378828,-5.7791758,42.5,552.0,1169.0,0.7528495,-0.6581927,-0.6581927,-0.7528495,606.0,382.0,4120.5186,6.8672237,4.437403,152885.0,0.9330505,0.0,0.0,8.0,11.0,9.0,9.0,16.0,14.0,52.0,80.0,69.0,46.0,30.0,21.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.2225,-0.37153596,225.0,313.57266,371.61267,403.34064,438.59476,475.9373,606.0,225.0,223.0,70.24431,591076.0,58.86117,31.0,172.0,576.0,453.0,1218.0,1075.0,668.0,167.0,212.0,89.0,63.0,17.0,19.0,20.0,7.0,6.0,5.0,7.0,3.0,3.0,9.0,7.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,120.77564,6.670326,111.0,145.19595,19.0,28.384777,23.409399,7.6418924,0.0,226.0,354.0,250.0,377.0,237.63089,364.79843
53,0,54,0,normal,0.0,0.94,0.06,0.7774936,304.0,4.0,-0.08769795,10.626029,-5.3068976,21.75,391.0,204.91667,-0.33468512,-0.94233,0.94233,-0.33468512,427.0,304.0,1523.2885,5.9762964,4.0604644,102392.0,-0.15764374,0.0,0.0,1.0,15.0,21.0,29.0,70.0,88.0,43.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.8158,-0.19516966,227.0,280.96786,315.1652,339.5483,360.93314,388.67267,427.0,227.0,423.0,1955.1893,591676.0,20.795687,185.0,2350.0,1305.0,299.0,84.0,28.0,24.0,22.0,12.0,13.0,18.0,10.0,7.0,9.0,8.0,7.0,7.0,11.0,7.0,7.0,6.0,6.0,8.0,9.0,5.0,5.0,12.0,3.0,3.0,1.0,6.0,4.0,2.0,7.0,6.0,11.0,9.0,7.0,9.0,6.0,4.0,5.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,9.0,9.0,8.0,2.0,11.0,3.0,7.0,6.0,5.0,3.0,2.0,2.0,127.48891,4.5196204,107.0,126.46804,18.0,25.142136,18.027756,7.026002,0.0,913.0,357.0,930.0,380.0,921.0822,367.98355
54,0,55,0,normal,0.01,0.98,0.01,0.76811594,318.0,4.0,0.0,11.143783,-2.2813802,24.0,414.0,112.666664,0.99079096,-0.13540019,-0.13540019,-0.99079096,423.0,318.0,1685.3906,5.755737,4.423452,109353.0,-0.17680694,0.0,0.0,2.0,19.0,13.0,34.0,44.0,77.0,76.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.87735,-0.57823807,235.0,284.3721,317.94638,349.60632,374.03555,395.31183,423.0,235.0,427.0,2151.1775,599178.0,18.529024,110.0,2164.0,1620.0,276.0,74.0,29.0,22.0,23.0,15.0,10.0,15.0,9.0,6.0,5.0,8.0,8.0,7.0,12.0,10.0,9.0,7.0,3.0,8.0,5.0,5.0,3.0,6.0,6.0,0.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,7.0,5.0,6.0,2.0,8.0,17.0,15.0,10.0,12.0,4.0,12.0,4.0,6.0,3.0,4.0,0.0,5.0,2.0,5.0,3.0,2.0,3.0,128.46869,4.3388863,107.0,137.29646,18.0,24.071068,14.866069,7.6275816,0.0,949.0,365.0,972.0,383.0,960.7075,373.478
