object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of dividing,Probability of normal,Probability of bad segmentations,Convexity,Object Area,Number of Defects,Skewness of Defect Area,Mean Defect Displacement,Kurtosis of Defect Area,Mean Defect Area,Convex Hull Area,Variance of Defect Area,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Maximum intensity,Size in pixels,Variance of Intensity,Radii of the object_0,Radii of the object_1,Total Intensity,Kurtosis of Intensity,Histogram of Intensity_0,Histogram of Intensity_1,Histogram of Intensity_2,Histogram of Intensity_3,Histogram of Intensity_4,Histogram of Intensity_5,Histogram of Intensity_6,Histogram of Intensity_7,Histogram of Intensity_8,Histogram of Intensity_9,Histogram of Intensity_10,Histogram of Intensity_11,Histogram of Intensity_12,Histogram of Intensity_13,Histogram of Intensity_14,Histogram of Intensity_15,Histogram of Intensity_16,Histogram of Intensity_17,Histogram of Intensity_18,Histogram of Intensity_19,Histogram of Intensity_20,Histogram of Intensity_21,Histogram of Intensity_22,Histogram of Intensity_23,Histogram of Intensity_24,Histogram of Intensity_25,Histogram of Intensity_26,Histogram of Intensity_27,Histogram of Intensity_28,Histogram of Intensity_29,Histogram of Intensity_30,Histogram of Intensity_31,Histogram of Intensity_32,Histogram of Intensity_33,Histogram of Intensity_34,Histogram of Intensity_35,Histogram of Intensity_36,Histogram of Intensity_37,Histogram of Intensity_38,Histogram of Intensity_39,Histogram of Intensity_40,Histogram of Intensity_41,Histogram of Intensity_42,Histogram of Intensity_43,Histogram of Intensity_44,Histogram of Intensity_45,Histogram of Intensity_46,Histogram of Intensity_47,Histogram of Intensity_48,Histogram of Intensity_49,Histogram of Intensity_50,Histogram of Intensity_51,Histogram of Intensity_52,Histogram of Intensity_53,Histogram of Intensity_54,Histogram of Intensity_55,Histogram of Intensity_56,Histogram of Intensity_57,Histogram of Intensity_58,Histogram of Intensity_59,Histogram of Intensity_60,Histogram of Intensity_61,Histogram of Intensity_62,Histogram of Intensity_63,Mean Intensity,Skewness of Intensity,Quantiles of Intensity_0,Quantiles of Intensity_1,Quantiles of Intensity_2,Quantiles of Intensity_3,Quantiles of Intensity_4,Quantiles of Intensity_5,Quantiles of Intensity_6,Minimum intensity,Maximum intensity in neighborhood,Variance of Intensity in neighborhood,Total Intensity in neighborhood,Kurtosis of Intensity in neighborhood,Histogram of Intensity in neighborhood_0,Histogram of Intensity in neighborhood_1,Histogram of Intensity in neighborhood_2,Histogram of Intensity in neighborhood_3,Histogram of Intensity in neighborhood_4,Histogram of Intensity in neighborhood_5,Histogram of Intensity in neighborhood_6,Histogram of Intensity in neighborhood_7,Histogram of Intensity in neighborhood_8,Histogram of Intensity in neighborhood_9,Histogram of Intensity in neighborhood_10,Histogram of Intensity in neighborhood_11,Histogram of Intensity in neighborhood_12,Histogram of Intensity in neighborhood_13,Histogram of Intensity in neighborhood_14,Histogram of Intensity in neighborhood_15,Histogram of Intensity in neighborhood_16,Histogram of Intensity in neighborhood_17,Histogram of Intensity in neighborhood_18,Histogram of Intensity in neighborhood_19,Histogram of Intensity in neighborhood_20,Histogram of Intensity in neighborhood_21,Histogram of Intensity in neighborhood_22,Histogram of Intensity in neighborhood_23,Histogram of Intensity in neighborhood_24,Histogram of Intensity in neighborhood_25,Histogram of Intensity in neighborhood_26,Histogram of Intensity in neighborhood_27,Histogram of Intensity in neighborhood_28,Histogram of Intensity in neighborhood_29,Histogram of Intensity in neighborhood_30,Histogram of Intensity in neighborhood_31,Histogram of Intensity in neighborhood_32,Histogram of Intensity in neighborhood_33,Histogram of Intensity in neighborhood_34,Histogram of Intensity in neighborhood_35,Histogram of Intensity in neighborhood_36,Histogram of Intensity in neighborhood_37,Histogram of Intensity in neighborhood_38,Histogram of Intensity in neighborhood_39,Histogram of Intensity in neighborhood_40,Histogram of Intensity in neighborhood_41,Histogram of Intensity in neighborhood_42,Histogram of Intensity in neighborhood_43,Histogram of Intensity in neighborhood_44,Histogram of Intensity in neighborhood_45,Histogram of Intensity in neighborhood_46,Histogram of Intensity in neighborhood_47,Histogram of Intensity in neighborhood_48,Histogram of Intensity in neighborhood_49,Histogram of Intensity in neighborhood_50,Histogram of Intensity in neighborhood_51,Histogram of Intensity in neighborhood_52,Histogram of Intensity in neighborhood_53,Histogram of Intensity in neighborhood_54,Histogram of Intensity in neighborhood_55,Histogram of Intensity in neighborhood_56,Histogram of Intensity in neighborhood_57,Histogram of Intensity in neighborhood_58,Histogram of Intensity in neighborhood_59,Histogram of Intensity in neighborhood_60,Histogram of Intensity in neighborhood_61,Histogram of Intensity in neighborhood_62,Histogram of Intensity in neighborhood_63,Mean Intensity in neighborhood,Skewness of Intensity in neighborhood,Minimum intensity in neighborhood,Length of the Skeleton,Number of Branches,Diameter,Euclidean Diameter,Average Branch Length,Number of Holes,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
48,0,49,0,normal,0.0,0.99,0.01,0.8168724,397.0,4.0,-0.083800554,12.840706,-5.518144,22.25,486.0,10.25,-0.0023923274,-0.99999714,0.99999714,-0.0023923274,450.0,397.0,1616.5227,6.916807,4.5677624,143174.0,0.22782996,0.0,0.0,1.0,7.0,16.0,27.0,38.0,115.0,92.0,60.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.6398,-0.35161906,237.0,304.47296,340.25607,360.73987,386.30164,410.4077,450.0,237.0,778.0,11706.023,894920.0,4.0121956,1447.0,1761.0,218.0,97.0,69.0,54.0,40.0,41.0,30.0,26.0,31.0,21.0,32.0,36.0,32.0,36.0,55.0,51.0,55.0,72.0,79.0,82.0,78.0,68.0,57.0,64.0,44.0,21.0,26.0,12.0,4.0,9.0,4.0,3.0,9.0,8.0,7.0,16.0,4.0,11.0,12.0,7.0,13.0,7.0,5.0,11.0,9.0,8.0,5.0,4.0,4.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,182.19055,2.0524325,113.0,158.02438,18.0,28.899494,26.476404,8.779133,0.0,491.0,52.0,509.0,79.0,499.50125,65.24433
49,0,50,0,normal,0.0,0.93,0.07,0.6357143,267.0,4.0,-0.068841435,9.289757,-5.595948,38.25,420.0,1236.9166,-0.67645454,-0.7364844,0.7364844,-0.67645454,402.0,267.0,1291.101,6.2212386,3.4441338,79952.0,-0.34310105,0.0,0.0,5.0,40.0,82.0,55.0,38.0,28.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.44568,0.60868853,230.0,256.079,273.2329,293.47684,325.805,355.34805,402.0,230.0,453.0,7563.0605,814863.0,0.059642702,130.0,1169.0,1265.0,374.0,94.0,45.0,58.0,27.0,29.0,30.0,22.0,21.0,27.0,22.0,16.0,10.0,17.0,19.0,21.0,17.0,17.0,23.0,15.0,13.0,28.0,25.0,19.0,23.0,27.0,26.0,34.0,47.0,25.0,39.0,47.0,41.0,56.0,42.0,58.0,65.0,33.0,47.0,72.0,29.0,61.0,46.0,33.0,29.0,23.0,22.0,21.0,20.0,13.0,15.0,15.0,9.0,5.0,4.0,5.0,1.0,5.0,2.0,0.0,3.0,177.29831,1.2771147,112.0,109.225395,16.0,26.556349,22.825424,6.826587,0.0,548.0,52.0,568.0,73.0,557.6517,61.8015
50,0,51,0,bad segmentations,0.0,0.19,0.81,0.40714285,684.0,4.0,1.294702,16.856491,2.1904619,249.0,1680.0,51574.0,0.8532017,-0.5215812,-0.5215812,-0.8532017,341.0,684.0,558.4913,11.523841,7.839485,191836.0,-0.60791063,0.0,0.0,38.0,172.0,227.0,194.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.46198,0.0024483174,224.0,247.39804,261.55588,280.73898,299.96988,312.5222,341.0,224.0,411.0,3517.9016,1209861.0,-0.64032555,7.0,25.0,193.0,322.0,632.0,566.0,606.0,375.0,229.0,193.0,106.0,117.0,70.0,84.0,58.0,57.0,65.0,65.0,62.0,54.0,78.0,44.0,78.0,62.0,66.0,92.0,70.0,103.0,87.0,108.0,104.0,115.0,140.0,124.0,114.0,93.0,117.0,74.0,108.0,50.0,50.0,56.0,35.0,36.0,28.0,17.0,20.0,9.0,11.0,9.0,13.0,9.0,7.0,3.0,9.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,200.20866,0.80327874,127.0,67.01219,2.0,67.01219,35.77709,33.506096,0.0,14.0,55.0,56.0,95.0,38.247074,76.46491
51,0,52,0,normal,0.0,0.9,0.1,0.69755244,399.0,4.0,0.89537996,11.870776,-1.0551534,43.25,572.0,1318.25,0.8472972,0.5311191,0.5311191,-0.8472972,404.0,399.0,1396.3602,6.982357,4.5658565,129226.0,-0.5304989,0.0,0.0,8.0,26.0,44.0,70.0,105.0,77.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.8747,-0.2399203,229.0,270.12006,298.04648,326.0474,352.39667,374.2084,404.0,229.0,525.0,7675.6255,820116.0,2.2117743,231.0,1479.0,1256.0,223.0,111.0,53.0,43.0,40.0,29.0,33.0,30.0,39.0,37.0,36.0,39.0,23.0,37.0,31.0,26.0,22.0,40.0,22.0,32.0,19.0,17.0,21.0,28.0,37.0,49.0,42.0,38.0,36.0,47.0,35.0,39.0,45.0,34.0,29.0,27.0,17.0,22.0,17.0,11.0,15.0,8.0,13.0,7.0,11.0,11.0,14.0,13.0,16.0,14.0,5.0,17.0,10.0,6.0,4.0,5.0,7.0,6.0,1.0,0.0,2.0,174.23328,1.8038796,114.0,162.50967,21.0,29.384777,26.925823,7.7385554,0.0,976.0,55.0,1002.0,77.0,988.9699,64.81203
52,0,53,0,normal,0.0,0.91,0.09,0.7673077,399.0,4.0,0.16421814,12.385621,-2.0249553,30.25,520.0,43.583332,0.06798054,-0.9976866,0.9976866,0.06798054,379.0,399.0,776.28925,6.463044,4.9619465,122324.0,-0.35774088,0.0,0.0,3.0,26.0,92.0,123.0,102.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.57645,0.098193616,235.0,269.7495,285.18976,305.81943,327.26236,346.11295,379.0,235.0,419.0,4449.8247,859682.0,1.2957723,22.0,179.0,565.0,1081.0,964.0,431.0,230.0,94.0,47.0,44.0,45.0,20.0,32.0,29.0,21.0,21.0,23.0,10.0,20.0,24.0,12.0,18.0,18.0,19.0,19.0,24.0,22.0,33.0,23.0,23.0,34.0,25.0,49.0,34.0,29.0,25.0,49.0,34.0,43.0,41.0,39.0,45.0,49.0,31.0,35.0,44.0,15.0,21.0,26.0,29.0,23.0,12.0,11.0,13.0,8.0,7.0,6.0,5.0,4.0,4.0,2.0,1.0,2.0,2.0,175.08798,1.6458678,121.0,131.46803,15.0,28.899494,18.681541,8.764536,0.0,135.0,56.0,155.0,82.0,144.26315,68.45614
53,0,54,0,normal,0.01,0.96,0.03,0.7581522,279.0,4.0,-0.54368526,10.649701,-2.759234,22.25,368.0,174.91667,0.993482,0.113988906,0.113988906,-0.993482,383.0,279.0,963.01697,5.6307044,4.0020394,85143.0,-0.5767553,0.0,0.0,2.0,23.0,75.0,73.0,61.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.17206,0.2149055,238.0,267.85522,281.099,303.51443,328.51068,350.82367,383.0,238.0,441.0,5850.19,752942.0,1.0315807,231.0,1534.0,1125.0,256.0,77.0,62.0,55.0,37.0,25.0,32.0,16.0,25.0,14.0,21.0,22.0,21.0,21.0,21.0,13.0,15.0,16.0,28.0,18.0,14.0,23.0,19.0,8.0,26.0,26.0,15.0,25.0,31.0,28.0,44.0,40.0,44.0,44.0,40.0,50.0,35.0,44.0,43.0,33.0,39.0,40.0,19.0,30.0,26.0,13.0,13.0,19.0,16.0,10.0,10.0,1.0,5.0,6.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,164.46964,1.5856258,112.0,107.15433,15.0,24.071068,22.203604,7.143622,0.0,685.0,56.0,708.0,72.0,696.10754,64.24373
54,0,55,0,normal,0.0,0.92,0.08,0.71794873,392.0,4.0,0.14906453,11.63111,-5.145639,38.5,546.0,824.3333,0.90917945,-0.4164045,-0.4164045,-0.90917945,613.0,392.0,5589.203,7.038806,4.4462447,164380.0,-0.067108035,0.0,0.0,6.0,11.0,12.0,16.0,14.0,19.0,31.0,42.0,54.0,66.0,47.0,31.0,20.0,14.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.33673,-0.394224,237.0,305.80255,377.1875,429.1224,468.4272,508.79077,613.0,237.0,1175.0,20340.107,935235.0,15.766141,2647.0,755.0,160.0,99.0,62.0,69.0,71.0,49.0,51.0,50.0,64.0,98.0,107.0,119.0,107.0,94.0,80.0,44.0,23.0,15.0,5.0,4.0,7.0,6.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0,3.0,1.0,4.0,1.0,3.0,6.0,8.0,0.0,5.0,1.0,7.0,3.0,1.0,5.0,5.0,6.0,1.0,4.0,2.0,3.0,6.0,7.0,4.0,4.0,2.0,1.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,189.77983,3.5458999,112.0,178.16652,24.0,29.556349,25.495098,7.423605,0.0,829.0,57.0,855.0,78.0,841.42346,66.77041
55,0,56,0,normal,0.01,0.87,0.12,0.629156,246.0,4.0,0.49069047,8.694985,-2.5646214,36.25,391.0,1220.9166,-0.36250398,-0.9319822,0.9319822,-0.36250398,334.0,246.0,343.78458,6.507474,3.1822615,67270.0,0.36147717,0.0,0.0,11.0,83.0,107.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.4553,0.5737784,232.0,247.09213,257.64392,273.37018,287.0119,303.41348,334.0,232.0,374.0,4110.3057,923830.0,-1.0802828,10.0,28.0,158.0,311.0,474.0,540.0,396.0,226.0,207.0,120.0,82.0,65.0,41.0,45.0,29.0,33.0,33.0,32.0,34.0,30.0,32.0,20.0,29.0,34.0,30.0,27.0,33.0,28.0,29.0,36.0,41.0,39.0,40.0,53.0,53.0,53.0,66.0,64.0,76.0,86.0,97.0,85.0,82.0,95.0,92.0,76.0,64.0,53.0,38.0,25.0,36.0,24.0,25.0,20.0,11.0,8.0,7.0,11.0,3.0,4.0,0.0,3.0,0.0,2.0,199.79022,0.7155753,127.0,94.42641,17.0,26.727922,21.260292,5.5544944,0.0,67.0,58.0,84.0,81.0,74.18293,69.13008
56,0,57,0,normal,0.06,0.81,0.13,0.548583,271.0,4.0,0.012811256,9.131537,-5.9260798,55.75,494.0,3308.25,0.8700956,0.49288294,0.49288294,-0.8700956,423.0,271.0,1635.3905,7.572535,2.9359422,86621.0,-0.3552923,0.0,1.0,4.0,23.0,35.0,65.0,57.0,44.0,27.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.63467,0.17361988,218.0,266.00876,292.4063,317.5292,347.985,374.97287,423.0,218.0,450.0,6115.317,768161.0,1.994027,305.0,1717.0,1125.0,317.0,91.0,52.0,55.0,35.0,32.0,37.0,26.0,19.0,13.0,13.0,17.0,23.0,24.0,26.0,11.0,15.0,25.0,20.0,11.0,19.0,13.0,16.0,23.0,11.0,7.0,12.0,16.0,18.0,18.0,20.0,26.0,28.0,27.0,40.0,28.0,32.0,35.0,34.0,29.0,41.0,27.0,35.0,34.0,22.0,28.0,29.0,29.0,16.0,21.0,14.0,7.0,2.0,10.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,160.23384,1.8590328,111.0,123.12489,21.0,29.970562,26.627054,5.86309,0.0,729.0,58.0,755.0,77.0,741.61255,66.929886
57,0,58,0,normal,0.07,0.85,0.08,0.7673611,221.0,4.0,1.675216,9.006041,2.9476688,16.75,288.0,192.91667,-0.5169216,-0.8560327,0.8560327,-0.5169216,413.0,221.0,1466.9077,4.835508,3.695631,72205.0,-0.5586377,0.0,0.0,2.0,14.0,30.0,33.0,59.0,40.0,25.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.71945,-0.06114582,232.0,271.7635,297.3247,327.078,354.60635,381.71695,413.0,232.0,778.0,14876.012,864515.0,1.7202728,1479.0,1209.0,187.0,66.0,58.0,40.0,36.0,25.0,29.0,25.0,21.0,23.0,28.0,25.0,13.0,20.0,22.0,24.0,50.0,46.0,55.0,82.0,103.0,93.0,98.0,80.0,67.0,39.0,53.0,30.0,21.0,24.0,12.0,8.0,11.0,13.0,7.0,14.0,4.0,12.0,12.0,7.0,14.0,7.0,6.0,13.0,9.0,7.0,6.0,5.0,4.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,198.28326,1.5788908,114.0,96.325905,16.0,20.899494,16.27882,6.020369,0.0,471.0,59.0,487.0,77.0,478.10406,66.86878
58,0,59,0,normal,0.0,1.0,0.0,0.7186147,332.0,4.0,1.0565319,10.963177,1.6288692,32.5,462.0,667.0,0.7814348,-0.62398696,-0.62398696,-0.7814348,528.0,332.0,2705.223,6.077451,4.4437447,126012.0,0.21043923,0.0,0.0,3.0,5.0,10.0,16.0,34.0,47.0,63.0,65.0,42.0,21.0,18.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.55423,-0.08196507,235.0,313.21954,345.71542,381.08853,412.73438,448.675,528.0,235.0,452.0,5364.4185,766692.0,1.9140416,368.0,1448.0,1173.0,435.0,117.0,48.0,50.0,38.0,25.0,26.0,17.0,12.0,12.0,18.0,16.0,18.0,10.0,24.0,14.0,14.0,5.0,12.0,14.0,16.0,25.0,17.0,22.0,24.0,35.0,34.0,36.0,30.0,43.0,48.0,23.0,51.0,36.0,39.0,24.0,37.0,44.0,27.0,25.0,23.0,18.0,25.0,15.0,14.0,16.0,17.0,6.0,10.0,8.0,8.0,9.0,7.0,10.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,161.54488,1.8138994,114.0,102.74011,14.0,27.556349,21.540659,7.3385797,0.0,397.0,60.0,419.0,81.0,406.58435,69.69879
59,0,60,0,normal,0.0,0.94,0.06,0.8106996,394.0,4.0,0.4310882,11.94912,-2.5724444,23.0,486.0,300.0,0.2192459,-0.9756696,0.9756696,0.2192459,402.0,394.0,777.65234,7.1812215,4.4062524,124793.0,0.07639345,0.0,0.0,1.0,14.0,52.0,117.0,130.0,61.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.7335,0.08631654,237.0,278.0744,297.0619,316.7797,334.76303,353.9376,402.0,237.0,419.0,4283.9614,830171.0,1.7104003,7.0,107.0,578.0,961.0,1066.0,613.0,250.0,98.0,69.0,41.0,37.0,26.0,19.0,32.0,23.0,18.0,14.0,17.0,12.0,11.0,19.0,17.0,8.0,14.0,15.0,20.0,19.0,19.0,24.0,26.0,37.0,33.0,34.0,42.0,44.0,31.0,46.0,37.0,38.0,36.0,41.0,42.0,37.0,33.0,30.0,29.0,22.0,20.0,20.0,23.0,19.0,9.0,14.0,13.0,9.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,167.91484,1.7625191,115.0,120.053825,14.0,30.556349,25.23886,8.5752735,0.0,161.0,61.0,179.0,88.0,169.2335,74.23858
60,0,61,0,normal,0.04,0.9,0.06,0.8125,260.0,4.0,-0.76360357,10.169361,1.5,15.0,320.0,14.0,0.12584703,-0.99204963,0.99204963,0.12584703,441.0,260.0,1151.7996,5.0746717,4.081601,81753.0,0.68238664,0.0,0.0,0.0,8.0,62.0,81.0,51.0,31.0,14.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.4346,0.8947917,256.0,273.82812,288.7578,308.2529,334.88297,363.5703,441.0,256.0,452.0,5023.9,696883.0,2.438437,30.0,865.0,1944.0,421.0,108.0,58.0,50.0,33.0,29.0,15.0,16.0,19.0,20.0,13.0,12.0,15.0,13.0,17.0,11.0,14.0,16.0,14.0,20.0,17.0,16.0,23.0,32.0,31.0,28.0,25.0,29.0,10.0,25.0,29.0,31.0,27.0,34.0,37.0,41.0,26.0,22.0,28.0,18.0,18.0,28.0,20.0,10.0,20.0,17.0,14.0,9.0,5.0,17.0,8.0,5.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,156.11179,1.9448501,109.0,96.74011,13.0,21.485281,19.0,7.4415474,0.0,624.0,65.0,640.0,85.0,631.5192,74.76923
61,0,62,0,normal,0.05,0.92,0.03,0.77124184,236.0,4.0,0.13713355,9.434592,-5.0216656,17.5,306.0,49.666668,0.72996026,-0.6834896,-0.6834896,-0.72996026,533.0,236.0,4131.1743,4.7009645,3.9942694,88789.0,-0.5874846,0.0,0.0,3.0,16.0,16.0,10.0,16.0,25.0,36.0,33.0,37.0,22.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.22458,-0.31803736,231.0,273.76114,335.17383,382.97223,423.4561,455.08636,533.0,231.0,431.0,3829.2793,643625.0,5.381366,129.0,1243.0,1636.0,454.0,117.0,59.0,29.0,18.0,23.0,23.0,10.0,23.0,14.0,15.0,12.0,14.0,13.0,14.0,13.0,6.0,17.0,15.0,10.0,16.0,13.0,10.0,5.0,11.0,7.0,9.0,15.0,5.0,7.0,13.0,9.0,19.0,14.0,13.0,22.0,20.0,20.0,17.0,28.0,23.0,18.0,18.0,16.0,16.0,17.0,18.0,9.0,8.0,13.0,7.0,6.0,7.0,7.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,147.08067,2.5696843,112.0,95.91169,13.0,19.31371,17.888544,7.3778224,0.0,883.0,65.0,901.0,82.0,891.3856,72.96186
